"Key Model Metrics, by Asset Aggregate, Legal Form, and Financing Source, 2025 - 2035 (returns and EMTRs are in percent; tax wedges are in percentage points; weights are in millions of dollars)"
weighting_method,asset_aggs,legal_forms,financing,year,req_before_tax_returns,req_after_tax_returns_savers,total_tax_wedges,total_EMTRs,req_after_tax_returns_investors,c_corp_tax_wedges,c_corp_EMTRs,weights
uniformity,Other intellectual property products,biz,typical (biz),2029,6.5,4.74,1.76,27.13,NA,NA,NA,1385782.97
uniformity,Other intellectual property products,biz,typical (biz),2030,6.52,4.74,1.78,27.32,NA,NA,NA,1385782.97
uniformity,Other intellectual property products,biz,typical (biz),2031,6.51,4.73,1.78,27.35,NA,NA,NA,1385782.97
uniformity,Other intellectual property products,biz,typical (biz),2032,6.51,4.73,1.78,27.38,NA,NA,NA,1385782.97
uniformity,Other intellectual property products,biz,typical (biz),2033,6.52,4.73,1.79,27.43,NA,NA,NA,1385782.97
uniformity,Other intellectual property products,biz,typical (biz),2034,6.51,4.73,1.79,27.41,NA,NA,NA,1385782.97
uniformity,Other intellectual property products,biz,typical (biz),2035,6.51,4.73,1.79,27.43,NA,NA,NA,1385782.97
uniformity,Other intellectual property products,biz,typical (biz+ooh),2025,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz,typical (biz+ooh),2026,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz,typical (biz+ooh),2027,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz,typical (biz+ooh),2028,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz,typical (biz+ooh),2029,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz,typical (biz+ooh),2030,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz,typical (biz+ooh),2031,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz,typical (biz+ooh),2032,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz,typical (biz+ooh),2033,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz,typical (biz+ooh),2034,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz,typical (biz+ooh),2035,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz+ooh,new_equity,2025,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz+ooh,new_equity,2026,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz+ooh,new_equity,2027,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz+ooh,new_equity,2028,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz+ooh,new_equity,2029,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz+ooh,new_equity,2030,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz+ooh,new_equity,2031,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz+ooh,new_equity,2032,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz+ooh,new_equity,2033,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz+ooh,new_equity,2034,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz+ooh,new_equity,2035,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz+ooh,retained_earnings,2025,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz+ooh,retained_earnings,2026,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz+ooh,retained_earnings,2027,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz+ooh,retained_earnings,2028,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz+ooh,retained_earnings,2029,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz+ooh,retained_earnings,2030,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz+ooh,retained_earnings,2031,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz+ooh,retained_earnings,2032,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz+ooh,retained_earnings,2033,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz+ooh,retained_earnings,2034,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz+ooh,retained_earnings,2035,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz+ooh,typical_equity,2025,6.43,4.74,1.7,26.35,NA,NA,NA,970548.1
uniformity,Other intellectual property products,biz+ooh,typical_equity,2026,6.64,4.73,1.91,28.72,NA,NA,NA,970548.1
uniformity,Other intellectual property products,biz+ooh,typical_equity,2027,6.81,4.74,2.08,30.51,NA,NA,NA,970548.1
uniformity,Other intellectual property products,biz+ooh,typical_equity,2028,6.82,4.74,2.08,30.5,NA,NA,NA,970548.1
uniformity,Other intellectual property products,biz+ooh,typical_equity,2029,6.82,4.74,2.08,30.53,NA,NA,NA,970548.1
uniformity,Other intellectual property products,biz+ooh,typical_equity,2030,6.83,4.74,2.09,30.66,NA,NA,NA,970548.1
uniformity,Other intellectual property products,biz+ooh,typical_equity,2031,6.83,4.73,2.1,30.71,NA,NA,NA,970548.1
uniformity,Other intellectual property products,biz+ooh,typical_equity,2032,6.83,4.73,2.1,30.75,NA,NA,NA,970548.1
uniformity,Other intellectual property products,biz+ooh,typical_equity,2033,6.83,4.73,2.1,30.79,NA,NA,NA,970548.1
uniformity,Other intellectual property products,biz+ooh,typical_equity,2034,6.83,4.73,2.1,30.8,NA,NA,NA,970548.1
uniformity,Other intellectual property products,biz+ooh,typical_equity,2035,6.83,4.73,2.1,30.81,NA,NA,NA,970548.1
uniformity,Other intellectual property products,biz+ooh,debt,2025,5.36,4.74,0.62,11.63,NA,NA,NA,415234.88
uniformity,Other intellectual property products,biz+ooh,debt,2026,5.55,4.73,0.82,14.71,NA,NA,NA,415234.88
uniformity,Other intellectual property products,biz+ooh,debt,2027,5.73,4.74,0.99,17.3,NA,NA,NA,415234.88
uniformity,Other intellectual property products,biz+ooh,debt,2028,5.74,4.74,1.01,17.51,NA,NA,NA,415234.88
uniformity,Other intellectual property products,biz+ooh,debt,2029,5.76,4.74,1.02,17.72,NA,NA,NA,415234.88
uniformity,Other intellectual property products,biz+ooh,debt,2030,5.78,4.74,1.05,18.11,NA,NA,NA,415234.88
uniformity,Other intellectual property products,biz+ooh,debt,2031,5.78,4.73,1.04,18.06,NA,NA,NA,415234.88
uniformity,Other intellectual property products,biz+ooh,debt,2032,5.77,4.73,1.04,18.07,NA,NA,NA,415234.88
uniformity,Other intellectual property products,biz+ooh,debt,2033,5.78,4.73,1.05,18.14,NA,NA,NA,415234.88
uniformity,Other intellectual property products,biz+ooh,debt,2034,5.77,4.73,1.04,18.05,NA,NA,NA,415234.88
uniformity,Other intellectual property products,biz+ooh,debt,2035,5.77,4.73,1.04,18.05,NA,NA,NA,415234.88
uniformity,Other intellectual property products,biz+ooh,typical (biz),2025,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz+ooh,typical (biz),2026,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz+ooh,typical (biz),2027,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz+ooh,typical (biz),2028,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz+ooh,typical (biz),2029,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz+ooh,typical (biz),2030,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz+ooh,typical (biz),2031,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz+ooh,typical (biz),2032,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz+ooh,typical (biz),2033,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz+ooh,typical (biz),2034,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz+ooh,typical (biz),2035,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz+ooh,typical (biz+ooh),2025,6.11,4.74,1.37,22.48,NA,NA,NA,1385782.97
uniformity,Other intellectual property products,biz+ooh,typical (biz+ooh),2026,6.31,4.73,1.58,25.03,NA,NA,NA,1385782.97
uniformity,Other intellectual property products,biz+ooh,typical (biz+ooh),2027,6.49,4.74,1.75,27.01,NA,NA,NA,1385782.97
uniformity,Other intellectual property products,biz+ooh,typical (biz+ooh),2028,6.49,4.74,1.76,27.06,NA,NA,NA,1385782.97
uniformity,Other intellectual property products,biz+ooh,typical (biz+ooh),2029,6.5,4.74,1.76,27.13,NA,NA,NA,1385782.97
uniformity,Other intellectual property products,biz+ooh,typical (biz+ooh),2030,6.52,4.74,1.78,27.32,NA,NA,NA,1385782.97
uniformity,Other intellectual property products,biz+ooh,typical (biz+ooh),2031,6.51,4.73,1.78,27.35,NA,NA,NA,1385782.97
uniformity,Other intellectual property products,biz+ooh,typical (biz+ooh),2032,6.51,4.73,1.78,27.38,NA,NA,NA,1385782.97
uniformity,Other intellectual property products,biz+ooh,typical (biz+ooh),2033,6.52,4.73,1.79,27.43,NA,NA,NA,1385782.97
uniformity,Other intellectual property products,biz+ooh,typical (biz+ooh),2034,6.51,4.73,1.79,27.41,NA,NA,NA,1385782.97
uniformity,Other intellectual property products,biz+ooh,typical (biz+ooh),2035,6.51,4.73,1.79,27.43,NA,NA,NA,1385782.97
uniformity,"All equipment, structures, IPP, and inventories",c_corp,new_equity,2025,6.13,4.64,1.49,24.32,5.33,0.8,13.03,8838469.18
uniformity,"All equipment, structures, IPP, and inventories",c_corp,new_equity,2026,6.19,4.63,1.55,25.11,5.33,0.85,13.81,8838469.18
uniformity,"All equipment, structures, IPP, and inventories",c_corp,new_equity,2027,6.26,4.64,1.63,25.99,5.33,0.93,14.88,8838469.18
uniformity,"All equipment, structures, IPP, and inventories",c_corp,new_equity,2028,6.27,4.64,1.63,25.99,5.33,0.93,14.91,8838469.18
uniformity,"All equipment, structures, IPP, and inventories",c_corp,new_equity,2029,6.27,4.64,1.63,26.03,5.33,0.94,15.01,8838469.18
uniformity,"All equipment, structures, IPP, and inventories",c_corp,new_equity,2030,6.28,4.64,1.65,26.19,5.33,0.95,15.14,8838469.18
uniformity,"All equipment, structures, IPP, and inventories",c_corp,new_equity,2031,6.28,4.63,1.65,26.28,5.33,0.95,15.15,8838469.18
uniformity,"All equipment, structures, IPP, and inventories",c_corp,new_equity,2032,6.28,4.63,1.65,26.32,5.33,0.95,15.15,8838469.18
uniformity,"All equipment, structures, IPP, and inventories",c_corp,new_equity,2033,6.28,4.63,1.66,26.36,5.33,0.95,15.14,8838469.18
uniformity,"All equipment, structures, IPP, and inventories",c_corp,new_equity,2034,6.28,4.63,1.66,26.38,5.33,0.95,15.15,8838469.18
uniformity,"All equipment, structures, IPP, and inventories",c_corp,new_equity,2035,6.28,4.63,1.66,26.4,5.33,0.95,15.15,8838469.18
uniformity,"All equipment, structures, IPP, and inventories",c_corp,retained_earnings,2025,6.21,4.84,1.37,22.07,5.33,0.88,14.1,8838469.18
uniformity,"All equipment, structures, IPP, and inventories",c_corp,retained_earnings,2026,6.26,4.83,1.43,22.85,5.33,0.93,14.86,8838469.18
uniformity,"All equipment, structures, IPP, and inventories",c_corp,retained_earnings,2027,6.34,4.83,1.51,23.76,5.33,1.01,15.92,8838469.18
uniformity,"All equipment, structures, IPP, and inventories",c_corp,retained_earnings,2028,6.34,4.84,1.51,23.77,5.33,1.01,15.94,8838469.18
uniformity,"All equipment, structures, IPP, and inventories",c_corp,retained_earnings,2029,6.35,4.84,1.51,23.82,5.33,1.02,16.04,8838469.18
uniformity,"All equipment, structures, IPP, and inventories",c_corp,retained_earnings,2030,6.36,4.84,1.52,23.98,5.33,1.03,16.17,8838469.18
uniformity,"All equipment, structures, IPP, and inventories",c_corp,retained_earnings,2031,6.36,4.83,1.53,24.04,5.33,1.03,16.19,8838469.18
uniformity,"All equipment, structures, IPP, and inventories",c_corp,retained_earnings,2032,6.36,4.83,1.53,24.07,5.33,1.03,16.19,8838469.18
uniformity,"All equipment, structures, IPP, and inventories",c_corp,retained_earnings,2033,6.36,4.83,1.53,24.09,5.33,1.03,16.18,8838469.18
uniformity,"All equipment, structures, IPP, and inventories",c_corp,retained_earnings,2034,6.36,4.83,1.53,24.11,5.33,1.03,16.18,8838469.18
uniformity,"All equipment, structures, IPP, and inventories",c_corp,retained_earnings,2035,6.36,4.83,1.53,24.12,5.33,1.03,16.18,8838469.18
uniformity,"All equipment, structures, IPP, and inventories",c_corp,typical_equity,2025,6.17,4.74,1.43,23.19,5.33,0.84,13.57,17676938.35
uniformity,"All equipment, structures, IPP, and inventories",c_corp,typical_equity,2026,6.22,4.73,1.49,23.97,5.33,0.89,14.34,17676938.35
uniformity,"All equipment, structures, IPP, and inventories",c_corp,typical_equity,2027,6.3,4.74,1.57,24.87,5.33,0.97,15.4,17676938.35
uniformity,"All equipment, structures, IPP, and inventories",c_corp,typical_equity,2028,6.31,4.74,1.57,24.87,5.33,0.97,15.43,17676938.35
uniformity,"All equipment, structures, IPP, and inventories",c_corp,typical_equity,2029,6.31,4.74,1.57,24.92,5.33,0.98,15.53,17676938.35
uniformity,"All equipment, structures, IPP, and inventories",c_corp,typical_equity,2030,6.32,4.74,1.59,25.08,5.33,0.99,15.66,17676938.35
uniformity,"All equipment, structures, IPP, and inventories",c_corp,typical_equity,2031,6.32,4.73,1.59,25.15,5.33,0.99,15.67,17676938.35
uniformity,"All equipment, structures, IPP, and inventories",c_corp,typical_equity,2032,6.32,4.73,1.59,25.19,5.33,0.99,15.67,17676938.35
uniformity,"All equipment, structures, IPP, and inventories",c_corp,typical_equity,2033,6.32,4.73,1.59,25.22,5.33,0.99,15.66,17676938.35
uniformity,"All equipment, structures, IPP, and inventories",c_corp,typical_equity,2034,6.32,4.73,1.6,25.24,5.33,0.99,15.67,17676938.35
uniformity,"All equipment, structures, IPP, and inventories",c_corp,typical_equity,2035,6.32,4.73,1.6,25.25,5.33,0.99,15.67,17676938.35
uniformity,"All equipment, structures, IPP, and inventories",c_corp,debt,2025,5.15,4.74,0.41,7.92,5.33,-0.19,-3.6,8622322.89
uniformity,"All equipment, structures, IPP, and inventories",c_corp,debt,2026,5.24,4.73,0.51,9.71,5.33,-0.09,-1.73,8622322.89
uniformity,"All equipment, structures, IPP, and inventories",c_corp,debt,2027,5.33,4.74,0.59,11.16,5.33,-0.0,-0.03,8622322.89
uniformity,"All equipment, structures, IPP, and inventories",c_corp,debt,2028,5.34,4.74,0.61,11.36,5.33,0.01,0.22,8622322.89
uniformity,"All equipment, structures, IPP, and inventories",c_corp,debt,2029,5.36,4.74,0.62,11.6,5.33,0.03,0.55,8622322.89
uniformity,"All equipment, structures, IPP, and inventories",c_corp,debt,2030,5.39,4.74,0.65,12.05,5.33,0.05,1.0,8622322.89
uniformity,"All equipment, structures, IPP, and inventories",c_corp,debt,2031,5.38,4.73,0.65,12.01,5.33,0.05,0.86,8622322.89
uniformity,"All equipment, structures, IPP, and inventories",c_corp,debt,2032,5.38,4.73,0.65,12.01,5.33,0.04,0.82,8622322.89
uniformity,"All equipment, structures, IPP, and inventories",c_corp,debt,2033,5.38,4.73,0.65,12.08,5.33,0.05,0.85,8622322.89
uniformity,"All equipment, structures, IPP, and inventories",c_corp,debt,2034,5.37,4.73,0.64,11.99,5.33,0.04,0.73,8622322.89
uniformity,"All equipment, structures, IPP, and inventories",c_corp,debt,2035,5.37,4.73,0.64,11.99,5.33,0.04,0.71,8622322.89
uniformity,"All equipment, structures, IPP, and inventories",c_corp,typical (biz),2025,5.84,4.74,1.1,18.83,5.33,0.51,8.67,26299261.25
uniformity,"All equipment, structures, IPP, and inventories",c_corp,typical (biz),2026,5.91,4.73,1.17,19.87,5.33,0.57,9.72,26299261.25
uniformity,"All equipment, structures, IPP, and inventories",c_corp,typical (biz),2027,5.99,4.74,1.25,20.92,5.33,0.66,10.95,26299261.25
uniformity,"All equipment, structures, IPP, and inventories",c_corp,typical (biz),2028,5.99,4.74,1.26,20.97,5.33,0.66,11.04,26299261.25
uniformity,"All equipment, structures, IPP, and inventories",c_corp,typical (biz),2029,6.0,4.74,1.27,21.07,5.33,0.67,11.2,26299261.25
uniformity,"All equipment, structures, IPP, and inventories",c_corp,typical (biz),2030,6.02,4.74,1.28,21.3,5.33,0.69,11.41,26299261.25
uniformity,"All equipment, structures, IPP, and inventories",c_corp,typical (biz),2031,6.02,4.73,1.28,21.35,5.33,0.69,11.39,26299261.25
uniformity,"All equipment, structures, IPP, and inventories",c_corp,typical (biz),2032,6.02,4.73,1.29,21.38,5.33,0.68,11.38,26299261.25
uniformity,"All equipment, structures, IPP, and inventories",c_corp,typical (biz),2033,6.02,4.73,1.29,21.42,5.33,0.68,11.38,26299261.25
uniformity,"All equipment, structures, IPP, and inventories",c_corp,typical (biz),2034,6.01,4.73,1.29,21.41,5.33,0.68,11.35,26299261.25
uniformity,"All equipment, structures, IPP, and inventories",c_corp,typical (biz),2035,6.01,4.73,1.29,21.42,5.33,0.68,11.35,26299261.25
uniformity,"All equipment, structures, IPP, and inventories",c_corp,typical (biz+ooh),2025,3.48,2.77,0.71,20.39,3.12,0.36,10.42,26299261.25
uniformity,"All equipment, structures, IPP, and inventories",c_corp,typical (biz+ooh),2026,3.51,2.77,0.74,21.13,3.12,0.39,11.14,26299261.25
uniformity,"All equipment, structures, IPP, and inventories",c_corp,typical (biz+ooh),2027,3.54,2.77,0.77,21.75,3.12,0.42,11.89,26299261.25
uniformity,"All equipment, structures, IPP, and inventories",c_corp,typical (biz+ooh),2028,3.55,2.77,0.77,21.8,3.12,0.42,11.97,26299261.25
uniformity,"All equipment, structures, IPP, and inventories",c_corp,typical (biz+ooh),2029,3.55,2.77,0.78,21.86,3.12,0.43,12.09,26299261.25
uniformity,"All equipment, structures, IPP, and inventories",c_corp,typical (biz+ooh),2030,3.56,2.77,0.78,22.05,3.12,0.44,12.25,26299261.25
uniformity,"All equipment, structures, IPP, and inventories",c_corp,typical (biz+ooh),2031,3.56,2.77,0.79,22.08,3.12,0.43,12.22,26299261.25
uniformity,"All equipment, structures, IPP, and inventories",c_corp,typical (biz+ooh),2032,3.56,2.77,0.79,22.11,3.12,0.43,12.2,26299261.25
uniformity,"All equipment, structures, IPP, and inventories",c_corp,typical (biz+ooh),2033,3.56,2.77,0.79,22.15,3.12,0.43,12.21,26299261.25
uniformity,"All equipment, structures, IPP, and inventories",c_corp,typical (biz+ooh),2034,3.55,2.77,0.79,22.14,3.12,0.43,12.18,26299261.25
uniformity,"All equipment, structures, IPP, and inventories",c_corp,typical (biz+ooh),2035,3.55,2.77,0.79,22.15,3.12,0.43,12.17,26299261.25
uniformity,"All equipment, structures, IPP, and inventories",pass_thru,new_equity,2025,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,"All equipment, structures, IPP, and inventories",pass_thru,new_equity,2026,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,"All equipment, structures, IPP, and inventories",pass_thru,new_equity,2027,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,"All equipment, structures, IPP, and inventories",pass_thru,new_equity,2028,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,"All equipment, structures, IPP, and inventories",pass_thru,new_equity,2029,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,"All equipment, structures, IPP, and inventories",pass_thru,new_equity,2030,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,"All equipment, structures, IPP, and inventories",pass_thru,new_equity,2031,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,"All equipment, structures, IPP, and inventories",pass_thru,new_equity,2032,NA,NA,NA,NA,NA,NA,NA,NA
