"Share of assets in pass-throughs, by industries and asset types",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industries/Asset types,Computers and peripheral equipment,Communication equipment,Nonelectronic medical instruments,Electronic medical instruments,Nonmedical instruments,Photocopy and related equipment,Office and accounting equipment,Nuclear fuel,Other fabricated metal products,Steam engines,Internal combustion engines,Metalworking machinery,"Special industrial machinery, n.e.c.",General industrial equipment,"Electric transmission, distribution and industrial apparatus",Light trucks (including utility vehicles),"Other trucks, buses, and truck trailers",Autos,Aircraft,Ships and boats,Railroad equipment,Household furniture,Other furniture and fixtures,Other agricultural machinery,Farm tractors,Other construction machinery,Construction tractors,Mining and oilfield machinery,Service industry machinery,Household appliances,"Other electrical equipment, n.e.c",Other nonresidential equipment,Office and medical buildings,Hospitals and special care facilities,Warehouses,Mobile structures,Other commercial buildings,Manufacturing buildings,Regulated electric power structures,Unregulated electric power structures,Regulated wind and solar power structures,Unregulated wind and solar power structures,Gas power structures,Petroleum pipelines,Communication structures,Depreciable petroleum and natural gas structures,Depreciable mining structures,Religious buildings,Educational and vocational buildings,Lodging buildings,Amusement and recreation buildings,Track replacement,Other railroad structures,Other transportation structures,Farm buildings,Water supply and sewer and waste disposal facilities,"Public safety, highways, conservation, and development",Oil and gas exploration (geological and geophysical)--integrated,Oil and gas exploration (geological and geophysical)--independent,Oil and gas development (intangible drilling costs)--integrated,Oil and gas development (intangible drilling costs)--independent,Other mineral exploration--C corps,Other mineral exploration--pass-throughs,Other mineral development--C corps,Other mineral development--pass-throughs,Prepackaged software,Custom software,Credit-eligible own account software,Other own-account software,Credit-eligible research and development,Other research and development,Theatrical movies,Long-lived television programs,Books,Music,Other entertainment originals,Reserved for non-BEA intangibles,Reserved for non-BEA intangibles,Residential equipment,Residential buildings,Inventories,Land,Reserved for non-BEA natural resources,Reserved for non-BEA natural resources,Reserved for non-BEA natural resources
Primary_Metal_Manufacturing,0.1147,0.1147,0.1147,0.1147,0.1147,0.1147,0.1147,0.1147,0.1147,0.1147,0.1147,0.1147,0.1147,0.1147,0.1147,0.1147,0.1147,0.1147,0.1147,0.1147,0.1147,0.1147,0.1147,0.1147,0.1147,0.1147,0.1147,0.1147,0.1147,0.1147,0.1147,0.1147,0.1147,0.1147,0.1147,0.1147,0.1147,0.1147,0.1147,0.1147,0.1147,0.1147,0.1147,0.1147,0.1147,0.1147,0.1147,0.1147,0.1147,0.1147,0.1147,0.1147,0.1147,0.1147,0.1147,0.1147,0.1147,0,0.1147,0,0.0673,0,1,0,1,0.0673,0.0673,0.0842,0.0842,0.0842,0.0842,0.0673,0.0673,0.0673,0.0673,0.0673,0,0,0.1147,0.1147,0.1548,0.0912,0,0,0
Fabricated_Metal_Product_Manufacturing,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0,0.3564,0,0.0593,0,1,0,1,0.0593,0.0593,0.1655,0.1648,0.1655,0.1648,0.0593,0.0593,0.0593,0.0593,0.0593,0,0,0.3564,0.3564,0.3767,0.3432,0,0,0
Machinery_Manufacturing,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0,0.142,0,0.0361,0,1,0,1,0.0361,0.0361,0.0739,0.0738,0.0739,0.0738,0.0361,0.0361,0.0361,0.0361,0.0361,0,0,0.142,0.142,0.1771,0.1572,0,0,0
Computer_and_Electronic_Product_Manufacturing,0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0,0.0235,0,0.0069,0,1,0,1,0.0069,0.0069,0.0129,0.0128,0.0129,0.0128,0.0069,0.0069,0.0069,0.0069,0.0069,0,0,0.0235,0.0235,0.1038,0.044,0,0,0
"Electrical_Equipment,_Appliances,_and_Components_Manufacturing",0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0,0.1098,0,0.0198,0,1,0,1,0.0198,0.0198,0.0519,0.0519,0.0519,0.0519,0.0198,0.0198,0.0198,0.0198,0.0198,0,0,0.1098,0.1098,0.1511,0.2209,0,0,0
Motor_Vehicle_and_Parts_Manufacturing,0.0186,0.0186,0.0186,0.0186,0.0186,0.0186,0.0186,0.0186,0.0186,0.0186,0.0186,0.0186,0.0186,0.0186,0.0186,0.0186,0.0186,0.0186,0.0186,0.0186,0.0186,0.0186,0.0186,0.0186,0.0186,0.0186,0.0186,0.0186,0.0186,0.0186,0.0186,0.0186,0.0186,0.0186,0.0186,0.0186,0.0186,0.0186,0.0186,0.0186,0.0186,0.0186,0.0186,0.0186,0.0186,0.0186,0.0186,0.0186,0.0186,0.0186,0.0186,0.0186,0.0186,0.0186,0.0186,0.0186,0.0186,0,0.0186,0,0.0343,0,1,0,1,0.0343,0.0343,0.0287,0.0287,0.0287,0.0287,0.0343,0.0343,0.0343,0.0343,0.0343,0,0,0.0186,0.0186,0.0671,0.0576,0,0,0
Other_Transportation_Equipment_Manufacturing,0.0353,0.0353,0.0353,0.0353,0.0353,0.0353,0.0353,0.0353,0.0353,0.0353,0.0353,0.0353,0.0353,0.0353,0.0353,0.0353,0.0353,0.0353,0.0353,0.0353,0.0353,0.0353,0.0353,0.0353,0.0353,0.0353,0.0353,0.0353,0.0353,0.0353,0.0353,0.0353,0.0353,0.0353,0.0353,0.0353,0.0353,0.0353,0.0353,0.0353,0.0353,0.0353,0.0353,0.0353,0.0353,0.0353,0.0353,0.0353,0.0353,0.0353,0.0353,0.0353,0.0353,0.0353,0.0353,0.0353,0.0353,0,0.0353,0,0.0131,0,1,0,1,0.0131,0.0131,0.021,0.021,0.021,0.021,0.0131,0.0131,0.0131,0.0131,0.0131,0,0,0.0353,0.0353,0.0308,0.0483,0,0,0
Furniture_and_Related_Products_Manufacturing,0.2761,0.2761,0.2761,0.2761,0.2761,0.2761,0.2761,0.2761,0.2761,0.2761,0.2761,0.2761,0.2761,0.2761,0.2761,0.2761,0.2761,0.2761,0.2761,0.2761,0.2761,0.2761,0.2761,0.2761,0.2761,0.2761,0.2761,0.2761,0.2761,0.2761,0.2761,0.2761,0.2761,0.2761,0.2761,0.2761,0.2761,0.2761,0.2761,0.2761,0.2761,0.2761,0.2761,0.2761,0.2761,0.2761,0.2761,0.2761,0.2761,0.2761,0.2761,0.2761,0.2761,0.2761,0.2761,0.2761,0.2761,0,0.2761,0,0.0637,0,1,0,1,0.0637,0.0637,0.1397,0.1391,0.1397,0.1391,0.0637,0.0637,0.0637,0.0637,0.0637,0,0,0.2761,0.2761,0.3173,0.2676,0,0,0
Medical_and_Dental_Supplies_Manufacturing,0.1064,0.1064,0.1064,0.1064,0.1064,0.1064,0.1064,0.1064,0.1064,0.1064,0.1064,0.1064,0.1064,0.1064,0.1064,0.1064,0.1064,0.1064,0.1064,0.1064,0.1064,0.1064,0.1064,0.1064,0.1064,0.1064,0.1064,0.1064,0.1064,0.1064,0.1064,0.1064,0.1064,0.1064,0.1064,0.1064,0.1064,0.1064,0.1064,0.1064,0.1064,0.1064,0.1064,0.1064,0.1064,0.1064,0.1064,0.1064,0.1064,0.1064,0.1064,0.1064,0.1064,0.1064,0.1064,0.1064,0.1064,0,0.1064,0,0.0179,0,1,0,1,0.0179,0.0179,0.0496,0.049,0.0496,0.049,0.0179,0.0179,0.0179,0.0179,0.0179,0,0,0.1064,0.1064,0.1486,0.2155,0,0,0
Other_Miscellaneous_Manufacturing,0.3089,0.3089,0.3089,0.3089,0.3089,0.3089,0.3089,0.3089,0.3089,0.3089,0.3089,0.3089,0.3089,0.3089,0.3089,0.3089,0.3089,0.3089,0.3089,0.3089,0.3089,0.3089,0.3089,0.3089,0.3089,0.3089,0.3089,0.3089,0.3089,0.3089,0.3089,0.3089,0.3089,0.3089,0.3089,0.3089,0.3089,0.3089,0.3089,0.3089,0.3089,0.3089,0.3089,0.3089,0.3089,0.3089,0.3089,0.3089,0.3089,0.3089,0.3089,0.3089,0.3089,0.3089,0.3089,0.3089,0.3089,0,0.3089,0,0.0739,0,1,0,1,0.0739,0.0739,0.1585,0.156,0.1585,0.156,0.0739,0.0739,0.0739,0.0739,0.0739,0,0,0.3089,0.3089,0.3392,0.3459,0,0,0
Wholesale_Durable_Goods,0.2024,0.2024,0.2024,0.2024,0.2024,0.2024,0.2024,0.2024,0.2024,0.2024,0.2024,0.2024,0.2024,0.2024,0.2024,0.2024,0.2024,0.2024,0.2024,0.2024,0.2024,0.2024,0.2024,0.2024,0.2024,0.2024,0.2024,0.2024,0.2024,0.2024,0.2024,0.2024,0.2024,0.2024,0.2024,0.2024,0.2024,0.2024,0.2024,0.2024,0.2024,0.2024,0.2024,0.2024,0.2024,0.2024,0.2024,0.2024,0.2024,0.2024,0.2024,0.2024,0.2024,0.2024,0.2024,0.2024,0.2024,0,0.2024,0,0.0822,0,1,0,1,0.0822,0.0822,0.1252,0.1246,0.1252,0.1246,0.0822,0.0822,0.0822,0.0822,0.0822,0,0,0.2024,0.2024,0.3722,0.3152,0,0,0
Wholesale_Nondurable_Goods,0.0863,0.0863,0.0863,0.0863,0.0863,0.0863,0.0863,0.0863,0.0863,0.0863,0.0863,0.0863,0.0863,0.0863,0.0863,0.0863,0.0863,0.0863,0.0863,0.0863,0.0863,0.0863,0.0863,0.0863,0.0863,0.0863,0.0863,0.0863,0.0863,0.0863,0.0863,0.0863,0.0863,0.0863,0.0863,0.0863,0.0863,0.0863,0.0863,0.0863,0.0863,0.0863,0.0863,0.0863,0.0863,0.0863,0.0863,0.0863,0.0863,0.0863,0.0863,0.0863,0.0863,0.0863,0.0863,0.0863,0.0863,0,0.0863,0,0.0479,0,1,0,1,0.0479,0.0479,0.0618,0.0612,0.0618,0.0612,0.0479,0.0479,0.0479,0.0479,0.0479,0,0,0.0863,0.0863,0.2675,0.263,0,0,0
Motor_Vehicle_and_Parts_Dealers,0.4723,0.4723,0.4723,0.4723,0.4723,0.4723,0.4723,0.4723,0.4723,0.4723,0.4723,0.4723,0.4723,0.4723,0.4723,0.4723,0.4723,0.4723,0.4723,0.4723,0.4723,0.4723,0.4723,0.4723,0.4723,0.4723,0.4723,0.4723,0.4723,0.4723,0.4723,0.4723,0.4723,0.4723,0.4723,0.4723,0.4723,0.4723,0.4723,0.4723,0.4723,0.4723,0.4723,0.4723,0.4723,0.4723,0.4723,0.4723,0.4723,0.4723,0.4723,0.4723,0.4723,0.4723,0.4723,0.4723,0.4723,0,0.4723,0,0.3376,0,1,0,1,0.3376,0.3376,0.3857,0.3854,0.3857,0.3854,0.3376,0.3376,0.3376,0.3376,0.3376,0,0,0.4723,0.4723,0.6794,0.3398,0,0,0
Food_and_Beverages_Stores,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0,0.1937,0,0.1849,0,1,0,1,0.1849,0.1849,0.1882,0.1876,0.1882,0.1876,0.1849,0.1849,0.1849,0.1849,0.1849,0,0,0.1937,0.1937,0.4427,0.1443,0,0,0
General_Merchandise_Stores,0.0066,0.0066,0.0066,0.0066,0.0066,0.0066,0.0066,0.0066,0.0066,0.0066,0.0066,0.0066,0.0066,0.0066,0.0066,0.0066,0.0066,0.0066,0.0066,0.0066,0.0066,0.0066,0.0066,0.0066,0.0066,0.0066,0.0066,0.0066,0.0066,0.0066,0.0066,0.0066,0.0066,0.0066,0.0066,0.0066,0.0066,0.0066,0.0066,0.0066,0.0066,0.0066,0.0066,0.0066,0.0066,0.0066,0.0066,0.0066,0.0066,0.0066,0.0066,0.0066,0.0066,0.0066,0.0066,0.0066,0.0066,0,0.0066,0,0.0132,0,1,0,1,0.0132,0.0132,0.0109,0.0108,0.0109,0.0108,0.0132,0.0132,0.0132,0.0132,0.0132,0,0,0.0066,0.0066,0.0348,0.0035,0,0,0
Other_Retail,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0,0.1976,0,0.0526,0,1,0,1,0.0526,0.0526,0.1071,0.097,0.1071,0.097,0.0526,0.0526,0.0526,0.0526,0.0526,0,0,0.1976,0.1976,0.3515,0.2917,0,0,0
Air_Transportation,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0,0.0399,0,0.0184,0,1,0,1,0.0184,0.0184,0.0262,0.0259,0.0262,0.0259,0.0184,0.0184,0.0184,0.0184,0.0184,0,0,0.0399,0.0399,0.1091,0.1811,0,0,0
Rail_Transportation,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0,0.015,0,0.0604,0,1,0,1,0.0604,0.0604,0.0445,0.0437,0.0445,0.0437,0.0604,0.0604,0.0604,0.0604,0.0604,0,0,0.015,0.015,0.0469,0.0403,0,0,0
Water_Transportation,0.3737,0.3737,0.3737,0.3737,0.3737,0.3737,0.3737,0.3737,0.3737,0.3737,0.3737,0.3737,0.3737,0.3737,0.3737,0.3737,0.3737,0.3737,0.3737,0.3737,0.3737,0.3737,0.3737,0.3737,0.3737,0.3737,0.3737,0.3737,0.3737,0.3737,0.3737,0.3737,0.3737,0.3737,0.3737,0.3737,0.3737,0.3737,0.3737,0.3737,0.3737,0.3737,0.3737,0.3737,0.3737,0.3737,0.3737,0.3737,0.3737,0.3737,0.3737,0.3737,0.3737,0.3737,0.3737,0.3737,0.3737,0,0.3737,0,0.1905,0,1,0,1,0.1905,0.1905,0.2657,0.2448,0.2657,0.2448,0.1905,0.1905,0.1905,0.1905,0.1905,0,0,0.3737,0.3737,0.2987,0.5257,0,0,0
Truck_Transportation,0.4699,0.4699,0.4699,0.4699,0.4699,0.4699,0.4699,0.4699,0.4699,0.4699,0.4699,0.4699,0.4699,0.4699,0.4699,0.4699,0.4699,0.4699,0.4699,0.4699,0.4699,0.4699,0.4699,0.4699,0.4699,0.4699,0.4699,0.4699,0.4699,0.4699,0.4699,0.4699,0.4699,0.4699,0.4699,0.4699,0.4699,0.4699,0.4699,0.4699,0.4699,0.4699,0.4699,0.4699,0.4699,0.4699,0.4699,0.4699,0.4699,0.4699,0.4699,0.4699,0.4699,0.4699,0.4699,0.4699,0.4699,0,0.4699,0,0.2455,0,1,0,1,0.2455,0.2455,0.3405,0.309,0.3405,0.309,0.2455,0.2455,0.2455,0.2455,0.2455,0,0,0.4699,0.4699,0.4869,0.4197,0,0,0
Transit_and_Ground_Passenger_Transportation,0.4148,0.4148,0.4148,0.4148,0.4148,0.4148,0.4148,0.4148,0.4148,0.4148,0.4148,0.4148,0.4148,0.4148,0.4148,0.4148,0.4148,0.4148,0.4148,0.4148,0.4148,0.4148,0.4148,0.4148,0.4148,0.4148,0.4148,0.4148,0.4148,0.4148,0.4148,0.4148,0.4148,0.4148,0.4148,0.4148,0.4148,0.4148,0.4148,0.4148,0.4148,0.4148,0.4148,0.4148,0.4148,0.4148,0.4148,0.4148,0.4148,0.4148,0.4148,0.4148,0.4148,0.4148,0.4148,0.4148,0.4148,0,0.4148,0,0.2721,0,1,0,1,0.2721,0.2721,0.3577,0.2887,0.3577,0.2887,0.2721,0.2721,0.2721,0.2721,0.2721,0,0,0.4148,0.4148,0.4132,0.2825,0,0,0
Pipeline_Transportation,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0,0.1534,0,0.0542,0,1,0,1,0.0542,0.0542,0.0915,0.0873,0.0915,0.0873,0.0542,0.0542,0.0542,0.0542,0.0542,0,0,0.1534,0.1534,0.3209,0.1827,0,0,0
Other_Transportation_and_Support_Activities,0.1985,0.1985,0.1985,0.1985,0.1985,0.1985,0.1985,0.1985,0.1985,0.1985,0.1985,0.1985,0.1985,0.1985,0.1985,0.1985,0.1985,0.1985,0.1985,0.1985,0.1985,0.1985,0.1985,0.1985,0.1985,0.1985,0.1985,0.1985,0.1985,0.1985,0.1985,0.1985,0.1985,0.1985,0.1985,0.1985,0.1985,0.1985,0.1985,0.1985,0.1985,0.1985,0.1985,0.1985,0.1985,0.1985,0.1985,0.1985,0.1985,0.1985,0.1985,0.1985,0.1985,0.1985,0.1985,0.1985,0.1985,0,0.1985,0,0.089,0,1,0,1,0.089,0.089,0.1317,0.124,0.1317,0.124,0.089,0.089,0.089,0.089,0.089,0,0,0.1985,0.1985,0.2416,0.1338,0,0,0
Warehousing_and_Storage,0.3822,0.3822,0.3822,0.3822,0.3822,0.3822,0.3822,0.3822,0.3822,0.3822,0.3822,0.3822,0.3822,0.3822,0.3822,0.3822,0.3822,0.3822,0.3822,0.3822,0.3822,0.3822,0.3822,0.3822,0.3822,0.3822,0.3822,0.3822,0.3822,0.3822,0.3822,0.3822,0.3822,0.3822,0.3822,0.3822,0.3822,0.3822,0.3822,0.3822,0.3822,0.3822,0.3822,0.3822,0.3822,0.3822,0.3822,0.3822,0.3822,0.3822,0.3822,0.3822,0.3822,0.3822,0.3822,0.3822,0.3822,0,0.3822,0,0.2654,0,1,0,1,0.2654,0.2654,0.3323,0.2809,0.3323,0.2809,0.2654,0.2654,0.2654,0.2654,0.2654,0,0,0.3822,0.3822,0.4814,0.4874,0,0,0
Publishing_Industries_(Except_Internet),0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0,0.0523,0,0.0165,0,1,0,1,0.0165,0.0165,0.0297,0.0259,0.0297,0.0259,0.0165,0.0165,0.0165,0.0165,0.0165,0,0,0.0523,0.0523,0.1258,0.0498,0,0,0
Motion_Picture_and_Sound_Recording_Industries,0.1966,0.1966,0.1966,0.1966,0.1966,0.1966,0.1966,0.1966,0.1966,0.1966,0.1966,0.1966,0.1966,0.1966,0.1966,0.1966,0.1966,0.1966,0.1966,0.1966,0.1966,0.1966,0.1966,0.1966,0.1966,0.1966,0.1966,0.1966,0.1966,0.1966,0.1966,0.1966,0.1966,0.1966,0.1966,0.1966,0.1966,0.1966,0.1966,0.1966,0.1966,0.1966,0.1966,0.1966,0.1966,0.1966,0.1966,0.1966,0.1966,0.1966,0.1966,0.1966,0.1966,0.1966,0.1966,0.1966,0.1966,0,0.1966,0,0.0419,0,1,0,1,0.0419,0.0419,0.1001,0.075,0.1001,0.075,0.0419,0.0419,0.0419,0.0419,0.0419,0,0,0.1966,0.1966,0.0951,0.3625,0,0,0
Broadcasting_(Except_Internet)_and_Telecommunications,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0,0.014,0,0.0102,0,1,0,1,0.0102,0.0102,0.0119,0.0089,0.0119,0.0089,0.0102,0.0102,0.0102,0.0102,0.0102,0,0,0.014,0.014,0.0453,0.042,0,0,0
"Data_Processing,_Hosting,_and_Other_Information_Services",0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0,0.0155,0,0.0157,0,1,0,1,0.0157,0.0157,0.0161,0.0121,0.0161,0.0121,0.0157,0.0157,0.0157,0.0157,0.0157,0,0,0.0155,0.0155,0.066,0.0044,0,0,0
Depository_Credit_Intermediation,0.0483,0.0483,0.0483,0.0483,0.0483,0.0483,0.0483,0.0483,0.0483,0.0483,0.0483,0.0483,0.0483,0.0483,0.0483,0.0483,0.0483,0.0483,0.0483,0.0483,0.0483,0.0483,0.0483,0.0483,0.0483,0.0483,0.0483,0.0483,0.0483,0.0483,0.0483,0.0483,0.0483,0.0483,0.0483,0.0483,0.0483,0.0483,0.0483,0.0483,0.0483,0.0483,0.0483,0.0483,0.0483,0.0483,0.0483,0.0483,0.0483,0.0483,0.0483,0.0483,0.0483,0.0483,0.0483,0.0483,0.0483,0,0.0483,0,0.016,0,1,0,1,0.016,0.016,0.0334,0.0181,0.0334,0.0181,0.016,0.016,0.016,0.016,0.016,0,0,0.0483,0.0483,0.8115,0.0747,0,0,0
Other_Intermediation,0.0259,0.0259,0.0259,0.0259,0.0259,0.0259,0.0259,0.0259,0.0259,0.0259,0.0259,0.0259,0.0259,0.0259,0.0259,0.0259,0.0259,0.0259,0.0259,0.0259,0.0259,0.0259,0.0259,0.0259,0.0259,0.0259,0.0259,0.0259,0.0259,0.0259,0.0259,0.0259,0.0259,0.0259,0.0259,0.0259,0.0259,0.0259,0.0259,0.0259,0.0259,0.0259,0.0259,0.0259,0.0259,0.0259,0.0259,0.0259,0.0259,0.0259,0.0259,0.0259,0.0259,0.0259,0.0259,0.0259,0.0259,0,0.0259,0,0.0057,0,1,0,1,0.0057,0.0057,0.0131,0.0124,0.0131,0.0124,0.0057,0.0057,0.0057,0.0057,0.0057,0,0,0.0259,0.0259,0.3485,0.1609,0,0,0
Nondepository_Credit_Intermediation,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0,0.044,0,0.1085,0,1,0,1,0.1085,0.1085,0.0928,0.0694,0.0928,0.0694,0.1085,0.1085,0.1085,0.1085,0.1085,0,0,0.044,0.044,0.2582,0.3807,0,0,0
"Securities,_Commodity_Contracts,_and_Other_Financial_Investments_and_Related_Activities",0.1432,0.1432,0.1432,0.1432,0.1432,0.1432,0.1432,0.1432,0.1432,0.1432,0.1432,0.1432,0.1432,0.1432,0.1432,0.1432,0.1432,0.1432,0.1432,0.1432,0.1432,0.1432,0.1432,0.1432,0.1432,0.1432,0.1432,0.1432,0.1432,0.1432,0.1432,0.1432,0.1432,0.1432,0.1432,0.1432,0.1432,0.1432,0.1432,0.1432,0.1432,0.1432,0.1432,0.1432,0.1432,0.1432,0.1432,0.1432,0.1432,0.1432,0.1432,0.1432,0.1432,0.1432,0.1432,0.1432,0.1432,0,0.1432,0,0.0666,0,1,0,1,0.0666,0.0666,0.0985,0.0826,0.0985,0.0826,0.0666,0.0666,0.0666,0.0666,0.0666,0,0,0.1432,0.1432,0.3935,0.2963,0,0,0
